15298	4	17197
16127	3	17198
12342	5	17199
9321	1	17200
11231	1	17201
7133	1	17202
14007	12	17137
12880	13	17203
9954	3	17204
10430	1	17205
1460	6	17076
6168	1	17206
10997	1	17207
16258	1	17208
5824	1	17209
5944	14	17210
16583	12	17053
3174	13	17211
9387	9	17212
2841	1	17213
13492	1	17214
5352	4	17215
2066	12	17216
4964	1	17217
3419	3	17218
13979	15	17024
13399	15	17024
1799	14	17219
6209	1	17220
10520	14	17221
2243	8	17222
9951	1	17223
12442	1	17224
12534	1	17225
5073	1	17226
2238	4	17227
411	6	17228
5744	1	17229
2139	5	17230
168	1	17231
13359	9	17232
5540	1	17233
87	15	17024
9700	5	17234
12629	1	17235
4391	1	17236
137	1	17237
3697	3	17238
7442	1	17239
10455	1	17240
2703	16	17241
3904	1	17242
16475	15	17243
3312	1	17244
16534	12	17072
11744	14	17245
261	8	17022
7107	1	17246
1478	8	17247
13559	11	17248
14038	1	17249
3794	3	17250
9852	1	17251
14772	1	17252
786	1	17253
7852	4	17254
5884	15	17091
5916	12	17021
1343	7	17255
3104	14	17256
11507	2	17257
5353	1	17258
3117	1	17259
10977	12	17053
12303	12	17053
4	15	17024
12505	15	17024
13340	6	17260
13340	4	17261
3220	14	17262
3425	14	17263
10730	1	17264
7072	1	17265
4187	1	17266
10219	1	17267
7465	3	17268
16325	2	17269
9140	14	17270
316	1	17271
316	1	17272
6872	6	16996
158	1	17273
15768	0	17274
12859	4	17275
12154	11	17276
957	11	17277
7115	1	17278
1735	1	17279
591	14	17280
9554	1	17281
9862	13	17282
5660	12	17053
2513	1	17283
2307	1	17284
15884	3	17285
10962	1	17286
10417	1	17287
2835	2	17288
2052	1	17289
13178	1	17290
3657	1	17291
1830	1	17292
1830	1	17293
5775	1	17294
4767	15	17295
1255	1	17296
186	1	17297
186	1	17298
12637	1	17299
718	1	17300
794	1	17301
7677	11	17302
2601	12	17072
2249	1	17303
6012	2	17304
6967	0	17305
12585	6	17076
6313	1	17306
6313	11	17307
10127	1	17308
813	1	17309
12454	4	17310
12801	1	17306
4929	1	17311
4456	1	17312
4096	1	17313
341	1	17314
16101	1	17315
9687	1	17316
15970	6	17317
16822	1	17318
12284	1	17319
6938	1	17320
10963	1	17321
10963	1	17322
10462	1	17323
2247	1	17324
10398	0	17325
1140	10	16982
142	15	17024
2959	15	17024
225	3	17326
10948	1	17327
5166	4	17328
5248	1	17329
13760	0	17330
15752	1	17331
7934	0	17332
1042	1	17333
14345	1	17334
1483	1	17335
2173	1	17336
12513	1	17337
3906	0	17338
14726	1	17339
8233	13	17340
6956	1	17341
9155	14	17342
4281	0	17343
193	12	17072
16244	1	17344
11701	9	17345
12810	1	17346
12810	4	17347
1792	1	17348
5814	7	17349
939	9	17350
3777	1	17351
13233	1	17352
1623	11	17353
10968	3	17354
1111	1	17355
3792	1	17356
7046	4	17357
3365	1	17358
16245	1	17359
8106	1	17360
7898	16	17361
7645	1	17362
3058	1	17363
9985	1	17364
6075	1	17365
4399	1	17366
6215	1	17367
13346	7	17368
8600	12	17369
2038	1	17370
3522	1	17371
3243	15	17372
15275	1	17373
11710	1	17374
7078	1	17375
421	1	17376
2727	1	17377
5701	0	17378
13406	1	17379
13406	6	17076
3742	1	17380
1538	1	17381
6893	1	17382
5399	1	17383
15120	1	17384
9461	9	17385
8120	5	17386
7868	1	17387
11290	1	17388
15162	6	17076
12372	1	17389
12520	6	17076
6480	4	17390
4533	1	17391
4533	2	17392
16140	12	17393
3674	13	17324
9617	1	17394
13452	12	17053
51	13	17395
10091	1	17396
8189	1	17397
11717	1	17398
13582	9	17399
10185	1	17400
14687	1	17401
2773	1	17402
4980	9	17403
1416	6	17076
13863	1	17404
6465	3	17405
8933	1	17406
1495	11	17407
349	1	17408
3164	6	17076
2592	1	17409
1269	12	17053
9922	14	17410
7562	1	17411
13415	14	17412
9930	1	17413
9930	16	17414
6833	1	17415
6286	3	17416
5691	1	17417
1263	1	17418
8013	12	17053
650	1	17419
9293	0	17420
9293	8	17421
14817	15	17024
3227	1	17422
5945	1	17423
3028	1	17424
5670	13	17425
11166	3	17426
9632	1	17427
1932	12	16991
833	1	17428
9991	12	17008
1806	1	17429
7773	9	17430
9677	1	17431
574	16	17432
2945	0	17433
3513	13	17434
948	1	17435
4169	11	17436
10096	1	17437
2217	11	17438
15367	1	17439
9728	1	17440
15972	16	17441
4299	1	17442
15310	12	17068
13443	15	17024
8863	1	17443
11280	1	17444
2775	9	17445
2445	3	17446
7894	1	17447
7498	1	17448
7498	4	17449
5589	1	17450
16310	1	17451
5977	11	17452
8091	12	17053
2730	1	17453
2730	16	17454
2001	1	17455
725	1	17456
236	1	17457
10780	12	17458
362	8	17459
6014	5	17460
6028	16	17461
13798	14	17462
11285	1	17463
12982	11	17464
16344	1	17465
12273	8	17466
9793	1	17467
3757	3	17040
4007	1	17468
5238	1	17194
4953	1	17469
15171	1	17470
590	1	17191
11024	1	17471
1712	1	17472
4900	1	17473
5712	1	17474
10365	7	17475
8074	1	17476
4999	1	17477
3314	1	17478
12446	1	17479
1498	2	17480
14926	1	17481
3176	1	17482
9326	1	17483
15566	1	17484
4467	1	17485
11428	1	17486
6054	1	17487
6054	1	17488
6054	5	17489
10078	1	17490
10678	4	17491
3444	1	17492
2493	1	17493
2216	7	17494
15425	0	17495
7935	5	17496
13797	11	17497
2424	1	17498
4101	1	17499
6423	1	17500
13996	14	17501
815	6	17076
8466	1	17502
359	1	17503
903	1	17504
9272	15	17024
15668	1	17505
1138	1	17506
1905	14	17507
8068	1	17508
7579	0	17509
10843	12	17137
1099	9	17510
669	1	17511
12912	4	17512
6601	15	17513
8503	15	17024
11282	1	17514
9181	9	17515
12078	1	17516
6993	6	17076
3412	1	17517
3412	1	17518
6797	1	17519
8257	12	17053
9794	10	16982
4519	1	17520
1256	12	17104
8012	15	17024
2760	0	17521
3565	4	17522
1662	11	17523
1662	0	17524
17	1	17525
8897	1	17526
756	1	17527
8947	0	17528
3100	15	17529
11004	1	17530
11421	1	17531
8285	11	17532
11071	16	17533
14003	1	17534
1999	12	17535
15388	1	17536
8821	1	17537
2537	1	17538
872	4	17539
1155	11	17540
15865	12	17541
13848	1	17542
8258	6	17076
11735	1	17543
13533	4	17544
12724	1	17545
10979	3	17546
16530	1	17547
7091	14	17548
11732	1	17549
11732	15	17024
10316	1	17550
10492	1	17551
10492	2	17552
4244	14	17553
9248	1	17554
7441	16	17555
10623	1	17556
243	1	17557
3599	15	17558
514	14	17559
1341	1	17560
4168	15	17024
2133	0	17561
372	10	16982
2598	6	17076
16096	1	17562
7709	1	17563
3010	0	17564
3145	1	17565
3145	1	17566
6050	16	17567
1930	1	17568
16743	15	17024
3759	1	17569
3972	0	17570
15307	5	17571
15682	1	17572
3705	16	17573
13960	1	17574
3720	1	17575
8239	12	16990
3226	1	17576
5983	1	17577
6887	1	17578
1608	1	17579
14645	1	17580
2040	1	16995
4521	1	17581
15077	1	17582
2077	1	17583
15321	6	17076
1865	1	17584
1736	1	17585
13673	9	17586
3309	1	17587
554	1	17588
7817	1	17589
3778	1	17590
15023	1	17591
743	13	17592
6422	0	17593
10081	12	17053
7047	1	17594
14103	6	17076
5801	15	17024
7792	3	17595
12080	15	17024
9130	1	17596
9130	0	17597
14030	1	17598
1243	1	17599
7847	1	17600
1889	1	17601
13403	12	17008
2150	1	17602
9213	1	17603
9213	1	17604
9170	1	17605
4132	5	17606
4514	12	17053
921	12	17008
16748	1	17607
16748	1	17608
6971	1	17609
4858	4	17610
176	1	17611
16246	1	17612
6622	1	17576
8078	7	17613
10011	14	17614
6446	13	17615
1622	14	17616
4449	9	17617
4449	5	17618
1451	1	17619
1451	1	17620
8664	1	17621
8664	14	17622
7587	0	17623
3913	1	17624
3913	3	17625
3879	1	17626
234	1	17627
588	1	17628
9941	1	17629
9941	1	17630
3862	1	17631
13520	6	17076
13186	12	17632
9	13	17633
2335	1	17634
2251	1	17635
11541	1	17636
16867	1	17637
2912	14	17638
9873	1	17639
2965	0	17640
2117	1	17641
4347	6	17076
1363	1	17642
482	1	17643
12677	1	17644
10682	1	17645
1382	1	17646
2751	12	17137
11458	12	17068
3016	1	17647
8105	3	17648
10362	1	17649
10031	1	17650
7362	1	17651
507	1	17652
6877	9	17653
14124	1	17654
101	1	17655
3749	1	17656
16265	16	17657
1647	10	17186
8356	12	17072
2489	1	17658
7667	1	17659
7667	1	17660
14978	1	17661
4199	13	17662
16926	1	17663
3540	8	17664
4869	7	17665
15417	1	17666
6911	1	17667
4608	13	17668
953	1	17669
953	1	17670
8209	14	17671
7495	14	17672
6915	1	17673
11006	1	17674
2214	1	17675
2214	6	17076
2476	14	17676
10032	1	17677
10032	9	17678
10032	13	17679
14699	3	17073
6916	1	17680
9546	1	17681
450	1	17682
450	1	17683
2482	1	17684
14968	1	17685
9814	1	17686
8913	1	17687
14908	1	17688
1283	1	17689
4128	0	17690
37	1	17691
10463	1	17692
10463	1	17693
8211	1	17694
8211	7	17695
3469	1	17696
6523	1	17697
7266	1	17698
14924	11	17699
9375	1	17700
7436	1	17701
7201	0	17702
10943	1	17703
16226	3	17704
370	1	17705
9419	13	17706
3230	12	17053
4332	3	17707
4332	15	17558
4068	15	17024
12102	0	17708
9968	1	17709
7660	11	17710
9378	1	17711
9740	10	16982
788	12	17369
3142	1	17712
6758	12	17180
10313	12	16991
15332	1	17713
11641	3	17714
12699	1	17715
10123	1	17716
3769	12	17053
2234	15	17024
9532	3	17717
6254	1	17718
2488	1	17719
3982	11	17720
4064	11	17721
16356	15	17024
6458	5	17722
9209	1	17723
5030	0	17724
5601	2	17725
14539	1	17726
14539	15	17727
16370	1	17728
5097	11	17729
6932	10	16982
14768	1	17730
2123	1	17731
4345	6	17076
12069	6	17076
847	1	17732
7992	1	17733
593	1	17734
5214	10	17186
2766	1	17735
8248	2	17736
8	6	17317
3998	1	17737
1871	7	17738
2035	7	17739
11757	1	17740
11877	1	17741
11877	3	17742
3320	3	17743
366	0	17744
3456	1	17745
602	1	17746
14519	0	17747
887	12	17072
12324	15	17024
2897	1	17748
1152	1	17749
1152	1	17750
5921	1	17751
9447	1	17752
9361	1	17753
7414	14	17754
5004	1	17755
13313	13	17756
8966	1	17757
11715	14	17758
7216	6	17076
13937	9	17759
11148	2	17760
6052	1	17761
11520	6	17076
7597	1	17762
4065	12	17053
4918	1	17763
10279	1	17764
6639	1	17765
11663	14	17766
755	1	17767
8935	7	17768
9184	16	17769
10557	1	17770
6197	1	17771
15416	18	17772
11620	1	17773
350	1	17774
10342	9	17775
10288	10	16982
10641	1	17776
10641	6	16996
12779	1	17777
12779	3	17778
8879	0	17779
3173	1	17780
505	1	17781
8656	1	17782
9719	4	17783
8144	6	17076
16584	3	17784
9670	1	17785
4936	6	17076
5560	14	17786
291	1	17251
10583	4	17787
13932	1	17788
8659	1	17789
6200	1	17790
14367	1	17791
10927	1	17792
6048	15	17024
16058	6	16996
906	1	17793
16804	1	17794
12550	6	16971
6715	1	17795
2302	1	17796
3537	3	17797
2552	1	17798
14505	4	17799
12937	1	17800
12937	12	17031
13509	1	17801
9504	6	17076
9504	15	17024
5662	0	17802
14775	1	17803
13319	13	17804
7399	9	17805
7534	1	17806
7777	1	17807
1629	1	17808
15036	11	17809
9450	1	17810
8033	14	17811
11136	1	17812
14657	1	17813
14990	6	16971
8204	1	17814
3150	1	17815
4262	1	17816
11610	9	17817
4484	1	17818
8566	6	16971
4373	1	17819
4373	1	17820
6290	1	17821
7325	1	17822
2294	1	17823
940	1	17824
7544	7	17825
874	3	17826
874	4	17827
1862	1	17828
1332	1	17829
1332	5	17830
9650	1	17831
595	1	17832
14514	15	17024
5734	12	17053
5734	13	17833
3448	1	17834
8970	16	17835
13511	1	17226
13511	3	17836
9589	10	17837
16315	14	17838
10830	1	17839
3342	1	17840
4915	1	17841
10528	13	17842
7038	1	17843
9507	1	17844
5054	1	17845
641	1	17846
11484	1	17847
12954	11	17848
5370	1	17849
14333	15	17120
910	1	17850
15128	3	17851
15520	1	17852
636	1	17424
16193	15	17024
9849	1	17853
5996	15	17558
16553	1	17854
4795	1	17855
6059	1	17856
11030	1	17857
6491	14	17858
15384	1	17859
3503	1	17860
4369	1	17861
11970	1	17862
4491	1	17818
5065	1	17863
3555	6	16996
12561	1	17864
7694	9	17865
10453	15	17513
5617	12	17053
1239	1	17866
938	1	17867
10627	1	17868
15537	1	17869
5306	1	17870
16430	12	17068
6316	19	17871
2284	1	17872
1505	1	17873
4067	1	17874
9363	13	17875
4488	1	17876
10817	1	17877
2854	1	17878
7891	0	17879
5201	3	17468
2638	1	17880
1850	6	17076
14589	1	17881
9912	12	17072
5938	7	17882
4241	1	17883
4241	14	17884
13206	15	17120
13811	1	17885
5592	1	17886
6934	1	17887
7118	4	17888
14452	15	17372
7780	9	17889
16714	1	17890
16714	1	17891
16714	1	17892
6608	4	17893
10874	1	17894
6492	15	17024
12855	15	17024
2970	1	17895
8862	1	17896
11407	1	17897
13067	1	17898
1232	15	17024
14405	16	17899
14405	0	17900
2830	1	17901
15160	14	17902
1653	1	17903
974	10	16982
3504	1	17904
1805	1	17905
5483	1	17906
8452	1	17907
13935	1	17908
7224	9	17909
6117	9	17910
14568	1	17911
14568	3	17912
5687	11	17913
9067	1	17914
4976	1	17915
16028	1	17916
1045	0	17917
1650	10	16982
3093	1	17918
6573	12	17137
14873	12	17632
5360	1	17919
6863	1	17920
9515	1	17921
4118	1	17922
1362	0	17923
9129	1	17924
1908	7	17925
2063	11	17926
12814	12	17068
1380	11	17927
2127	12	17541
4536	1	17928
46	1	17929
10838	1	17930
12208	1	17931
12208	1	17932
1183	16	17933
2566	1	17934
4817	1	17226
4817	1	17935
8397	1	17936
9160	13	17937
7306	12	17632
8327	1	17938
13870	12	17008
4240	4	17939
700	1	17940
5100	1	17941
1909	6	17076
10328	14	17942
3709	1	17943
3709	9	17944
1014	1	17945
7048	1	17946
6692	16	17947
5482	12	17053
1666	3	17948
14937	0	17949
9161	12	17021
5498	1	17950
1888	15	17243
11044	15	17024
2655	2	17951
7156	1	17952
9186	1	17953
9186	14	17954
9065	3	17955
2400	7	17956
10502	1	17957
11760	1	17958
4481	1	17959
2503	7	17960
2503	10	17837
15213	1	17961
3828	0	17962
3828	14	17963
12334	2	17964
317	1	17965
699	1	17966
5252	1	17967
1576	14	17968
3472	11	17969
12421	1	17970
15035	10	16982
2530	1	17971
4572	1	17972
14052	2	17973
10899	13	17974
14513	2	17975
1977	6	17076
8279	3	17976
11897	13	17977
13783	1	17978
1134	12	17053
1134	10	16982
442	12	17632
1513	1	17979
4191	14	17980
12179	15	17024
1477	1	17981
16555	4	17982
8870	1	17983
8873	15	17024
12763	11	17984
8323	1	17985
694	1	17986
6686	1	17987
14479	12	17031
11217	1	17988
96	1	17989
15260	1	17990
4952	15	17372
3139	1	17991
14844	16	17992
9920	1	17993
572	1	17994
16707	15	17024
1517	1	17995
7494	1	17996
3644	1	17997
15042	1	17998
3883	1	17999
3048	1	18000
15770	3	18001
69	16	18002
3059	11	17049
6164	1	18003
409	1	18004
4234	1	18005
4234	14	18006
16441	1	18007
1175	11	18008
14154	1	18009
1476	13	18010
6276	1	18011
10145	1	18012
10145	9	18013
5283	1	18014
10733	12	17180
15316	1	18015
15316	1	18016
7910	1	18017
9906	1	18018
9906	14	18019
4113	12	17632
7328	1	18020
16269	1	18021
1109	1	18022
1109	1	18023
61	1	18024
61	15	17024
4131	1	18025
3775	1	18026
7198	1	18027
16361	16	18028
4205	1	18029
7169	11	18030
13002	2	18031
13002	12	17541
3066	0	18032
15146	1	18033
12808	13	18034
7902	1	18035
7902	7	18036
10177	1	18037
5797	3	18038
1639	1	18039
4692	1	18040
6955	1	18041
3895	1	18042
6116	1	18043
15151	1	18044
3437	13	18045
864	1	18046
864	7	18047
864	10	17186
15449	1	18048
16803	1	18049
160	14	18050
1293	1	18051
7525	12	17104
11094	16	18052
2615	1	18053
9662	1	18054
16531	1	18055
15512	1	18056
7007	6	17076
83	1	18057
513	12	18058
7309	1	18059
827	10	16982
3186	1	18060
3186	11	18061
14309	16	18062
16922	3	18063
5632	1	18064
4972	1	18065
8971	9	18066
172	1	17063
13648	1	18067
8782	1	18068
3269	12	17053
5314	0	18069
3347	1	18070
3347	0	18071
7846	1	18072
302	13	18073
7712	12	17053
5335	1	18074
416	1	18075
2114	1	18076
12634	1	18077
15235	1	18078
3668	14	18079
7860	8	18080
10665	15	17024
4011	12	17053
11104	1	18081
1233	13	18051
6757	3	17305
7970	1	18082
10771	1	18083
1603	12	17072
2120	1	18084
2120	1	18085
2837	1	18086
13480	12	17072
6240	1	18087
5431	1	18088
10958	1	17397
4476	1	18089
4476	1	18090
10386	12	17137
4376	1	18091
11537	14	18092
808	1	18093
4834	1	18094
13958	1	18095
3677	1	18096
3677	9	18097
3677	12	17541
8527	1	18098
1926	1	18099
12429	1	18100
13657	5	18101
6834	0	18102
16686	1	18103
13329	1	18104
6931	1	18105
7692	6	17076
525	0	18106
7689	3	18107
12710	15	17024
13902	1	18108
12144	1	18109
6384	1	18110
9397	5	18111
7650	7	18112
2100	14	18113
8057	1	18114
14917	1	18115
8495	11	18116
2258	8	18117
1761	1	18118
2239	1	18119
1661	11	18120
16052	1	18121
10603	5	18122
980	1	18123
12112	1	18124
12112	1	18125
12112	12	17137
11822	1	18126
4642	1	18127
4642	0	18128
804	12	17535
8160	1	18129
8160	16	18130
10671	1	18131
2872	1	18132
4278	1	18133
6960	14	18134
15712	1	18135
15519	20	18136
245	8	18137
15141	1	18138
7561	1	18139
8382	15	17024
8484	16	18140
4401	1	18141
6699	1	18142
6699	4	18143
1989	6	17076
1989	0	18144
4905	0	18145
7064	4	18146
11502	1	18147
8391	11	18148
5076	14	18149
1970	1	18150
3507	14	18151
4027	1	18152
13884	1	18153
8716	12	17137
6667	14	18154
5146	1	18155
7446	1	18156
14183	1	18157
7136	1	18158
5940	2	18159
3623	1	18160
6134	7	18161
10849	11	18162
16206	13	18163
2266	14	18164
8087	12	17053
11745	1	18165
1981	1	18166
10222	15	17024
10969	14	18167
535	1	18168
12870	1	18169
12870	2	18170
6832	1	18171
326	1	18172
9182	12	16990
9109	0	18173
8312	9	18174
9620	1	18175
9455	1	18176
10916	7	18177
10084	0	18178
4394	1	18179
3700	1	18180
13714	1	18181
5233	1	18182
5233	1	18104
2241	1	18183
4364	1	18184
16327	1	18185
3882	1	18186
283	15	17024
7938	8	18187
1108	6	17076
10372	1	18188
10372	1	18189
11333	1	18190
11333	1	18191
1901	1	18192
14790	1	18193
8366	1	18194
13134	1	18195
14039	4	18196
7636	1	18197
2690	1	18198
787	1	18199
15366	1	18200
12832	12	17053
13352	1	18201
15471	12	17053
15472	14	18202
1569	1	18203
3092	9	18204
2968	1	18205
13951	3	18206
14547	1	18207
3470	7	17695
5952	15	17024
16711	7	18208
1187	9	18209
1187	12	17393
5183	1	18210
5183	1	18211
12007	1	18212
12007	0	18213
62	7	18214
14058	1	18215
5256	0	18216
12985	14	18217
7359	6	17076
4037	15	17024
7029	9	18218
5960	16	18219
9657	1	18220
2414	3	18221
13427	14	18222
8668	1	18223
12614	4	18224
12847	1	18225
1372	7	18226
1054	1	18227
4098	0	18228
13088	12	17535
10881	3	18229
10164	1	18230
14725	1	18231
13826	15	17024
11921	0	18232
4956	12	17053
15322	12	17093
1268	18	18233
6950	1	18234
16023	15	17024
5316	1	18235
770	1	18236
3532	0	18237
7778	1	18238
5007	15	17727
26	1	18239
26	1	18240
1797	8	18117
13468	1	18241
9366	5	18242
4296	1	18243
9193	1	18244
9193	1	18245
7339	11	18246
865	1	18247
865	1	18248
7438	1	18249
7627	1	17842
1298	8	18080
1510	8	18137
6910	1	18250
7384	8	18251
15008	2	18252
13224	12	17053
13504	3	18253
1665	1	18254
72	1	18255
9937	1	17580
4781	11	18256
4452	1	18257
4452	1	18258
14180	1	18259
6591	13	18260
1984	1	18261
1984	1	18262
16923	13	18263
5371	1	18264
2569	6	17076
2004	1	18265
10129	1	18266
1252	1	18267
10278	15	17024
8184	5	18268
15910	1	18269
4319	1	18270
155	3	18271
5538	1	18272
5344	7	18273
11478	1	18274
10354	1	18275
13091	14	18276
2086	1	18277
8044	8	17075
589	1	18278
4655	1	18279
1529	1	18280
5408	1	18281
5408	1	18282
6227	1	18283
12077	16	18284
8894	0	18285
7779	1	18286
14129	1	18287
7531	2	17951
6831	0	18288
14418	1	18289
14418	14	18290
4946	1	18291
9763	12	17369
1496	3	18292
12474	13	18293
2361	14	18294
1385	0	18295
4806	1	18296
7664	14	18297
4894	6	16996
8111	1	18298
4042	1	18299
10544	1	18300
8007	4	18301
1443	1	18302
1443	11	18303
8905	1	18304
5527	1	18305
7079	6	18306
14045	6	17076
9090	1	18307
15858	1	18308
1974	1	18309
1758	0	18310
4271	1	18311
6090	0	18312
8903	0	18313
16663	1	18314
2659	14	18315
11712	0	18316
14662	2	18317
4761	1	18318
11602	1	18319
9681	1	18320
4759	12	17104
8717	1	18321
8717	1	18322
6049	1	18323
7347	1	18324
3035	1	18325
8075	4	18326
7722	1	18327
11479	1	18328
11528	7	18329
3776	1	18330
7657	1	18331
7657	8	18332
7059	3	18333
4404	6	16971
12639	1	18334
12639	11	18335
3534	1	18336
3440	1	18337
9516	1	18338
7194	1	18339
249	1	18340
13656	6	17076
14402	1	18341
8001	1	18342
11495	1	18343
14268	15	17024
11464	1	18344
8143	12	17053
4323	3	18345
13465	15	17024
1077	1	18346
1077	14	18347
12841	2	18348
12841	3	18349
3729	1	18350
5027	1	18351
5583	14	18352
7567	1	18353
3981	1	18354
12843	1	18355
5380	1	18356
12783	4	18357
10792	0	18358
4009	1	18359
14185	1	18360
912	0	18361
3505	1	18362
5297	1	18363
7381	15	17024
12856	1	18364
12722	0	18365
2394	7	18366
10567	1	18367
8406	1	18368
8623	11	18369
141	1	18370
10260	1	18371
7996	1	18372
7996	1	18373
8434	7	18374
2619	1	18375
8006	1	18376
1852	1	18377
12188	1	18378
7425	1	18379
9651	14	18380
460	14	18381
10152	15	17024
13153	11	18382
2273	1	18383
9603	1	18384
4654	1	18385
12540	12	18058
7841	1	18386
7841	1	18387
8073	1	18388
6590	1	18389
8082	1	18390
7388	1	18391
7679	6	17076
2169	1	18392
12212	14	18393
10564	1	18394
975	4	18395
4251	4	18396
3967	1	18397
11050	8	18080
8117	6	17317
11656	3	18398
12121	1	18399
12371	1	18400
7061	12	17053
2453	1	18401
5295	1	18402
1951	1	18403
12308	16	18404
5318	1	18405
5318	16	18406
8929	8	18407
14075	1	18408
5619	0	18409
2363	6	18306
15237	1	18410
4209	1	18411
4778	14	18412
13593	12	17053
5410	7	18413
138	4	18414
1554	1	18415
1554	4	17522
4994	1	18416
7984	9	18417
3426	1	18418
8379	9	18419
6180	3	18420
2360	1	18421
8986	1	18422
11141	1	18423
5994	1	18424
803	12	17632
16198	1	18425
5506	1	18426
14249	15	17024
1150	1	18427
4703	9	18428
10869	1	18429
10590	12	17021
10590	0	18430
5067	1	18431
5067	1	18432
5067	1	18433
14061	1	18434
3332	1	18435
11180	1	18436
1597	11	18437
15013	1	18438
2439	1	18439
3773	1	18440
14722	1	18441
2306	1	18442
8626	12	17053
4943	1	18443
14674	1	18444
10046	1	18445
2622	1	18446
7788	1	18447
5255	15	17120
470	13	18448
1455	1	18449
3660	15	17120
15215	11	18450
9735	12	17072
14894	1	18451
4718	1	18452
14012	3	18453
8005	3	18454
14202	12	17053
1051	1	17588
16273	16	18455
1809	11	18456
